title,director,year,genre,country
['Загадочный пассажир'],['Ежи Кавалерович'],['1959'],['драма'],['Польша']
['Загнанный в угол (фильм)'],['Эдвард Дмитрык'],['1945'],"['Фильм нуар', 'Детектив', 'Триллер']",['США']
['Загадочный наследник'],['Тамара Лисициан'],['1987'],['драма'],['СССР']
"['Загнанных лошадей пристреливают, не правда ли?']",['Сидни Поллак'],"['10 декабря', '1969']",['драма'],"['\xa0', 'США']"
['Заговор «Параллакс»'],['Алан Пакула'],['1974'],['триллер'],['США']
"['Загнанный (фильм, 2003)']",['Уильям Фридкин'],['2003'],['триллер'],['США']
['Зази в метро (фильм)'],['Луи Маль'],['1960'],['комедия'],[]
"['Займёмся любовью (фильм, 1960)']",['Джордж Кьюкор'],['1960'],['музыкальная комедия'],"['\xa0', 'США']"
['Зазубренное лезвие'],['Ричард Маркуанд'],['1985'],"['детектив', ', ', 'триллер']","['США', 'США', 'Испания', 'Португалия', 'Австралия', 'Финляндия', 'Швеция', 'Франция', 'Гонконг', 'Великобритания', 'Норвегия', 'Аргентина', 'Венгрия']"
['Зазель'],['Филип Монд'],['1996'],"['Порнофильм', ',', 'Мистика ', 'фантасмагория']","['\xa0', 'США']"
"['Заживо погребённый (фильм, 1990)']",['Фрэнк Дарабонт'],['1990'],['триллер'],['США']
"['Зажигай, ребята']",['Крэйг Болотин'],"['4 ноября', '1999']","['подростковый фильм', 'районный фильм', 'драматический фильм']","['\xa0', 'США']"
['Зажигание (фильм)'],['Даниэль Кальпарсоро'],['2013'],"['боевик', ', драма']",['Испания']
['Зазеркалье (фильм)'],['Сон Хо Ким'],['2003'],['ужасы о сверхъестественном'],['Республика Корея']
['Закон Ханны'],['Рэйчел Талалэй'],['2012'],"['драма', '  ', 'вестерн']","['США', ' ', 'Канада']"
['Закон улиц (фильм)'],['Ральф Хабиб'],['1956'],['драма'],['Франция']
['Законный брак'],['Альберт Мкртчян'],['1985'],['мелодрама'],['СССР']
['Закон противоположностей'],['Рикки Тоньяцци'],['2000'],['драматический фильм'],"['\xa0', 'Италия']"
['Закон рынка'],['Стефан Бризе'],['2015'],['драма'],['Франция']
"['Зал ожидания (фильм, 1973)']",['Карен Сперлинг'],['1973'],['драма'],['США']
['Закон о детях (фильм)'],['Ричард Эйр'],['2017 год'],['драматический фильм'],"['Великобритания', ', ', 'США']"
['Закон ночи'],['Бен Аффлек'],['2016'],"['гангстерский фильм', 'драма']",['США']
['Залп Ноева ковчега'],['Эгон Шлегель'],['1983'],['детский фильм'],['ГДР']
['Зама (фильм)'],['Лукресия Мартель'],['2017'],['драматический фильм'],['Аргентина']
"['Замена (фильм, 1996)']",['Роберта Мэндела'],['1996'],"['боевик', ', ', 'драма', ', ', 'триллер']",['США']
['Замаллу'],['Иван Перестиани'],['1928'],['драма'],['СССР']
['Залп «Авроры»'],['Юрий Вышинский'],['1965'],['историко-революционный фильм'],['СССР']
['Заложница 3'],['Оливье Мегатон'],['2014'],"['боевик', 'триллер', 'криминал']","['Франция', ' * ', 'США']"
['Заложница 2'],['Оливье Мегатон'],['2012'],"['боевик', 'криминал', 'триллер']",['Франция']
"['Заложники (фильм, 1994)']",['Майкл Мазо'],['1994'],['боевик'],['Канада']
['Заложница (фильм)'],['Пьер Морель'],['2008'],"['боевик', 'триллер']","['Франция', 'США']"
"['Заложники (фильм, 2017)']",['Резо Гигинеишвили'],['2017'],"['драма', 'триллер', 'биография', 'история']","['Россия', 'Грузия']"
"['Заложники (фильм, 2000)']",['Ли Стэнли'],['2000'],['триллер'],['США']
['Заложник на день'],['Джон Кэнди'],[],['комедийный фильм'],['США']
"['Заложники (фильм, 2012)']",['Тобиас Линдхольм'],['2012'],"['драма', 'триллер']",['Дания']
['Заложники «Дьявола»'],['Александр Косарев'],"['Википедия:К удалению/9 ноября 2023', '1993']","['криминальный фильм', ' ', 'мелодрама']","['Россия', 'Италия']"
['Заложник смерти'],['Жиль Бурдо'],['2008'],"['драма', ' / ', 'триллер']","['Германия', ' ', 'Канада', ' ', 'Франция', 'Бельгия', 'Канада', 'Франция', 'Япония', 'Россия']"
['Залог семейного счастья'],['Мэгги Гринволд'],[],['Драма'],['США']
"['Заложник (фильм, 1983)']",['Юнус Юсупов'],['1983'],"['боевик', ', ', ' ', 'драма']",['СССР']
"['Заложник (фильм, 2005)']",['Флоран Эмилио Сири'],['2005'],"['психологический ', 'триллер', 'драма']","['Германия', 'США']"
['Зал самоубийц'],['Ян Комаса'],['2011'],"['драма', ', ', 'мелодрама']",['Польша']
['Залив тишины'],['Паула ван дер Уст'],['2020'],['триллер'],"['Великобритания', ' ', ' ', 'Италия', ' ', ' ', 'США']"
['Залечь на дно в Брюгге'],['Мартин Макдонах'],['2008'],"['чёрная', ' ', 'трагикомедия']","['Великобритания', ' ', 'США']"
['Залив (фильм)'],['Барри Левинсон'],"['13 сентября', '2012']","['ужасы', 'псевдодокументальный фильм']","['\xa0', 'США']"
['Залив счастья'],['Владимир Лаптев'],['1987'],['Историко-биографический'],['СССР']
['Закупщик оружия'],['Нардо Кастильо'],['1984'],['мелодрама'],['Канада']
['Закрытый занавес'],"['Джафар Панахи', 'Камбузья Партови']","['12 февраля', '2013']",['драматический фильм'],"['\xa0', 'Иран']"
['Закрытые пространства'],['Игорь Лебедев'],['2008'],"['драма', ' / ', 'комедия']",['Россия']
